surface	path	methods	mutating_any	auth_expected
webui	/web/img/LanguageOutlined.png	(any),GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/img/LanguageOutlinedWhite.png	(any)	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/img/clear_all.png	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/img/close.png	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/img/daynight-moon.png	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/img/daynight-sun.png	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/img/favicon.ico	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/img/loading.gif	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/img/maximize.png	(any),GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/img/motion.png	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/img/nomotion.png	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/img/ok-check.png	(any)	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/img/pelco/about-logo.png	(any)	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/img/pelco/debug-logo.png	(any)	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/img/remove_area.png	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/img/restore.png	(any)	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/img/select_all.png	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/img/select_area.png	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/img/slider.png	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/img/slider_bar.png	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/img/spinner.gif	(any),GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/img/status/	(any)	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/img/status/bad.png	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/img/status/exclamation.png	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/img/status/good.png	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/img/status/info.png	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/img/status/info_blue.png	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/img/status/processing.gif	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/img/status/warn.png	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/img/stopwatch.png	(any),GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/img/ui-icons_666666_256x240.png	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/img/ui-icons_ff0084_256x240.png	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/img/volume_off.svg	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/img/zoom_in.png	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/img/zoom_out.png	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/about.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/cloud-defs.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/common-defs.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/common.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/easy-qr-code-js/easy.qrcode.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/firmware-data-dump.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/globalize.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/imu.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/jquery-ui-slider-pips.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/jquery.form.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/jquery/class.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/jquery/i18n.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/jquery/i18next.min.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/jquery/i18nextBrowserLanguageDetector.min.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/jquery/i18nextHttpBackend.min.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/jquery/i18nextMultiloadBackendAdapter.min.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/jquery/jquery-i18next.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/jquery/jquery-ui.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/jquery/jquery.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/jquery/jquery.tablesorter.min.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/jquery/js.cookie.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/jquery/locales/en/about.json	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/jquery/locales/en/analytics.json	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/jquery/locales/en/audio-analytics.json	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/jquery/locales/en/audio.json	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/jquery/locales/en/automation.json	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/jquery/locales/en/cloud.json	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/jquery/locales/en/common_defs.json	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/jquery/locales/en/compression-advanced.json	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/jquery/locales/en/compression.json	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/jquery/locales/en/configdot1x.json	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/jquery/locales/en/digitalio.json	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/jquery/locales/en/disable-webui.json	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/jquery/locales/en/dynamic-privacy.json	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/jquery/locales/en/extended-settings.json	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/jquery/locales/en/general.json	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/jquery/locales/en/imaging-adjustments.json	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/jquery/locales/en/imaging.json	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/jquery/locales/en/ip-filter.json	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/jquery/locales/en/licensing.json	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/jquery/locales/en/live.json	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/jquery/locales/en/login.json	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/jquery/locales/en/logs.json	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/jquery/locales/en/motion.json	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/jquery/locales/en/network-advanced.json	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/jquery/locales/en/network.json	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/jquery/locales/en/privacy-zones.json	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/jquery/locales/en/profiles.json	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/jquery/locales/en/snmp.json	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/jquery/locales/en/storage.json	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/jquery/locales/en/system.json	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/jquery/locales/en/tamper.json	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/jquery/locales/en/translation.json	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/jquery/locales/en/users.json	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/jquery/locales/{{lng}}/{{ns}}.json	(any)	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/jquery/modernizr-custom.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/json2.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/lightbox.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/live.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/login.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/logout.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/privacy.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/raphael.js	(any),GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/set-timeout-worker.js	GET,POST	yes	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/setup-analytics-full-feature.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/setup-analytics.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/setup-audio-analytics.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/setup-audio.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/setup-automation.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/setup-cloud-connection.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/setup-cloud-health.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/setup-compression-advanced.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/setup-compression.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/setup-configdot1x.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/setup-digitalio.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/setup-disable-webui.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/setup-dynamicprivacy.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/setup-extended-settings.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/setup-general.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/setup-imaging.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/setup-ip-filter.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/setup-licensing.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/setup-logs.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/setup-motion.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/setup-network-advanced.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/setup-network.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/setup-physical-tamper.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/setup-profiles.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/setup-snmp.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/setup-storage.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/setup-system.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/setup-tamper.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/setup-users.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/setup-zwave-associations.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/setup-zwave-common.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/setup-zwave-node-extended.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/soaputils.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/streaming.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/streaming/audio.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/streaming/jpeg.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/streaming/mse.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/streaming/webrtc.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/tz.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/xsd-duration.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/js/xslt.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/licenses.json	(any)	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/live.shtml	(any),GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/login.shtml	(any),GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/logout	(any),POST	yes	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/logout.shtml	(any),GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/services/analytics-service.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/services/audio-analytics-service.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/services/device-io-msi-zwave-service.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/services/device-io-service.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/services/device-msi-automation-service.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/services/device-msi-extended-settings-service.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/services/device-msi-microphone-service.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/services/device-msi-security-service.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/services/device-msi-storage-service.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/services/device-service.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/services/event-service.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/services/imaging-msi-focus-service.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/services/imaging-service.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/services/lens-service.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/services/licensing-service.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/services/media2-service.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/services/ptz-msi-serial-service.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/services/ptz-msi-service.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/services/ptz-service.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/services/radiometry-service.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/services/recording-service.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/services/webrtc-service.js	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/setup-add-license.shtml	(any)	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/setup-adduser.shtml	(any),GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/setup-analytics-full-feature.shtml	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/setup-analytics.shtml	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/setup-audio.shtml	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/setup-automation.shtml	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/setup-certificates.shtml	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/setup-cloud-connection.shtml	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/setup-cloud-health.shtml	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/setup-compression-advanced.shtml	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/setup-compression.shtml	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/setup-configdot1x.shtml	(any),GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/setup-digitalio.shtml	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/setup-disable-webui.shtml	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/setup-dynamicprivacy.shtml	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/setup-extended-settings.shtml	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/setup-general.shtml	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/setup-imaging-adjustments.shtml	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/setup-imaging.shtml	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/setup-ip-filter.shtml	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/setup-ir-led-control.shtml	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/setup-licensing.shtml	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/setup-logs.shtml	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/setup-modifyuser.shtml	(any)	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/setup-motion.shtml	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/setup-network-advanced.shtml	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/setup-network.shtml	(any),GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/setup-pelco-audio-analytics.shtml	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/setup-pelco-imaging-adjustments.shtml	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/setup-pelco-imaging-thermal.shtml	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/setup-pelco-imaging.shtml	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/setup-pelco-motion.shtml	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/setup-pelco-ptz-limits.shtml	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/setup-privacyzones.shtml	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/setup-profiles.shtml	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/setup-ptz-limits.shtml	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/setup-ptz-rover.shtml	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/setup-remove-license.shtml	(any)	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/setup-snmp.shtml	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/setup-storage.shtml	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/setup-system.shtml	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/setup-tamper.shtml	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/setup-tours.shtml	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/setup-users.shtml	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/setup-washer.shtml	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/setup-webrtc-config.shtml	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/setup-zwave-associations.shtml	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/setup-zwave-node-extended.shtml	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
webui	/web/setup.shtml	GET	no	Browser session (auth-token cookie) and/or Digest on backing calls.
